Name,Year,Average,Rank,Thumbnail,Date
Atlantica,2018,6.87,8536,https://cf.geekdo-images.com/hSlp5oqt92nthnEVwUml4g__micro/img/60KelqDV1wQQxLdOxQ40vt8eyUA=/fit-in/64x64/filters:strip_icc()/pic4315215.jpg,2024-02-26
Activity,1990,5.86,8537,https://cf.geekdo-images.com/fwtr2yHp4w2dhXqDvS_sJw__micro/img/yzgCKYlP4EebzTcQsOu5o2Hw3Go=/fit-in/64x64/filters:strip_icc()/pic3186165.jpg,2024-02-26
Festival of a Thousand Cats,2016,6.54,8538,https://cf.geekdo-images.com/a8PJfKxbzlGBZo7DcuzPAQ__micro/img/htGjVPn4SC7MN07_8_VoD1AtnAk=/fit-in/64x64/filters:strip_icc()/pic4834780.jpg,2024-02-26
Ranger,1984,7.11,8539,https://cf.geekdo-images.com/Xf2BHNWy7UlOYHuLFuUAGg__micro/img/WY3lIsrI0OExeH13edIF0Mqd4UY=/fit-in/64x64/filters:strip_icc()/pic32108.jpg,2024-02-26
The Walking Dead Board Game: The Best Defense,2013,6.05,8540,https://cf.geekdo-images.com/VNDaCdGYJ0TlCnW11TyZtQ__micro/img/Bpdh-N9Vmxj-JSI0R404XjX2gtw=/fit-in/64x64/filters:strip_icc()/pic2454393.jpg,2024-02-26
Dragon Run,2014,6.1,8541,https://cf.geekdo-images.com/jFMYz7o6PFrB2JD5ypaYcw__micro/img/gYuKv_WcOBhRrP7yV8Nft8bu70E=/fit-in/64x64/filters:strip_icc()/pic7695832.jpg,2024-02-26
Cityscape,2002,6.2,8542,https://cf.geekdo-images.com/z2EqFXqU4O0VdvM5xx6DlA__micro/img/S_uw_Xjzzb13OLNulUDN6eRslPo=/fit-in/64x64/filters:strip_icc()/pic152457.jpg,2024-02-26
Hypergrid,2017,7.54,8543,https://cf.geekdo-images.com/MZQgD-cOKqoJ_MjeLqb5Iw__micro/img/VS4bcSFpXFAn19YjvU-LWr2Yvyo=/fit-in/64x64/filters:strip_icc()/pic7579968.jpg,2024-02-26
Musketeers,1991,6.07,8544,https://cf.geekdo-images.com/UwrEaQgRXONdIWnHt9eA7Q__micro/img/8Q0h4wffjQ_HOWkhvCueY8X0WjU=/fit-in/64x64/filters:strip_icc()/pic1090191.jpg,2024-02-26
"Pacific Fury: Guadalcanal, 1942",2015,7.31,8545,https://cf.geekdo-images.com/XXtmACNnm6DwEsm-QkLDgw__micro/img/sA_WDHIFT_YmVotnz5W1Tl_-DBU=/fit-in/64x64/filters:strip_icc()/pic2999397.jpg,2024-02-26
Cantaloop: Book 2 – A Hack of a Plan,2021,6.33,8546,https://cf.geekdo-images.com/3VdfB1_eogWdpA_RxvVI3g__micro/img/z57qxdHQ1MrynCrNkcPpKjEasgc=/fit-in/64x64/filters:strip_icc()/pic6604940.jpg,2024-02-26
Akaba,2004,6.31,8547,https://cf.geekdo-images.com/t80OoZ85ycRNBjS-Tfov-Q__micro/img/fY5LYcCbtvTUnBXdYTP2OmoKgRw=/fit-in/64x64/filters:strip_icc()/pic59550.jpg,2024-02-26
Roll'n Bump,2011,6.21,8548,https://cf.geekdo-images.com/Z6xnqOeOy3EJo_IMctzrTw__micro/img/AGJWQUuqwdIkmD4O2pgc8_zsbr8=/fit-in/64x64/filters:strip_icc()/pic7599044.png,2024-02-26
6 nimmt! Brettspiel,2019,6.57,8549,https://cf.geekdo-images.com/1OBsuvvNteTAXejvCqlFPA__micro/img/PI5E_BPY477BxCQRKGHTPvAgZt4=/fit-in/64x64/filters:strip_icc()/pic4894307.jpg,2024-02-26
La Bataille de Dresde,2015,8.83,8550,https://cf.geekdo-images.com/CyekXFF43iALREO9BMYc4A__micro/img/nW_rQtYE11nHcUnI_789FkdYQIE=/fit-in/64x64/filters:strip_icc()/pic3166131.jpg,2024-02-26
"Boots & Saddles, An Assault Series Module",1984,6.83,8551,https://cf.geekdo-images.com/gxc05wFdB1ubon5dhXSC-g__micro/img/yIatNqyO-YaYxwZ9yavoBRpNicY=/fit-in/64x64/filters:strip_icc()/pic432420.jpg,2024-02-26
Uk'otoa,2021,6.39,8552,https://cf.geekdo-images.com/rSvlgEQRQg6D8Nf06s0FeA__micro/img/MmHUPO1dwXCgLkLLZaBPwAFZQoM=/fit-in/64x64/filters:strip_icc()/pic5744352.jpg,2024-02-26
7 Steps,2014,6.16,8553,https://cf.geekdo-images.com/WDioV-n0IRbrnhNd2egOnQ__micro/img/ci3k9-9NS1ckH_1FeMvCcjYAJ5o=/fit-in/64x64/filters:strip_icc()/pic2243105.jpg,2024-02-26
1979: Revolution in Iran,2021,7.32,8554,https://cf.geekdo-images.com/Bo9aR_F8HXyx6ksrjqmYFA__micro/img/EjbmkAdVz94_w9A0JhTJr4cjUVE=/fit-in/64x64/filters:strip_icc()/pic7561946.jpg,2024-02-26
Panzer General: Allied Assault,2010,6.39,8555,https://cf.geekdo-images.com/EE-jOjma7pxbIWNDEAlVyQ__micro/img/tIyBhxOeywWdI3CNCOcSA-oygyM=/fit-in/64x64/filters:strip_icc()/pic552594.jpg,2024-02-26
Wonky,2015,6.31,8556,https://cf.geekdo-images.com/gro3UiM_h1zNsuE2zAR7YA__micro/img/ciKea4y-6N9ZelJIcoBC5pTS2rc=/fit-in/64x64/filters:strip_icc()/pic2560714.jpg,2024-02-26
Mille Bornes,1954,5.71,8557,https://cf.geekdo-images.com/kzLZY_DHTh-hBcqXP34a5w__micro/img/-RiuWp1IRirfvDgbIuJt6yE2KKQ=/fit-in/64x64/filters:strip_icc()/pic4330533.jpg,2024-02-26
Second World War at Sea: Midway,2002,7.24,8558,https://cf.geekdo-images.com/QlF3buBkUfyNk0y1mvhL5g__micro/img/ntPCUnKRJB8bj0A9wU0kJJnPrac=/fit-in/64x64/filters:strip_icc()/pic2257871.jpg,2024-02-26
Murus Gallicus,2009,7.01,8559,https://cf.geekdo-images.com/3TAOfWBqsKkAvVa7z1rBqA__micro/img/tu79FE8vXYSQ4r6cUbnEtiJ1nVE=/fit-in/64x64/filters:strip_icc()/pic1010892.jpg,2024-02-26
Caretos,2020,7.09,8560,https://cf.geekdo-images.com/M9hsEml7nhLyKQckP3sBRQ__micro/img/w0pxM3mCcsgOl23LoSSRn60CyI8=/fit-in/64x64/filters:strip_icc()/pic5409757.jpg,2024-02-26
Fifth Frontier War,1981,6.72,8561,https://cf.geekdo-images.com/ZEdpVqElo9KmG6XT1E1Abg__micro/img/MUgdjuxL1TgGi9Ufwd_C83H10sU=/fit-in/64x64/filters:strip_icc()/pic206570.jpg,2024-02-26
Canalis,2013,6.28,8562,https://cf.geekdo-images.com/H5eajawma1M2nP13nvz56A__micro/img/NRuJstZcOngIGk64SXKmMD4Mnvo=/fit-in/64x64/filters:strip_icc()/pic1714197.jpg,2024-02-26
Terrible Monster,2015,6.51,8563,https://cf.geekdo-images.com/8sTMcZ1xKxN829GCo-wgGg__micro/img/s6_3UWZUrct280R9Nd0XV6jLDZ8=/fit-in/64x64/filters:strip_icc()/pic3205541.png,2024-02-26
FUBA,2013,7.39,8564,https://cf.geekdo-images.com/-VULyPVsXi23ioG3I7mF3Q__micro/img/1j6563_mUUNzJ05sB_-MU_fCx6w=/fit-in/64x64/filters:strip_icc()/pic6596961.jpg,2024-02-26
Red Poppies Campaigns: The Battles for Ypres,2016,7.83,8565,https://cf.geekdo-images.com/ZnmQIzLbx-aq2moZsk1-jg__micro/img/74E6BHUhU0kevz971n7lhs0_giA=/fit-in/64x64/filters:strip_icc()/pic2928286.jpg,2024-02-26
Zorndorf,1996,7.53,8566,https://cf.geekdo-images.com/K4E6UVBD9FfsF1a5x6xGtQ__micro/img/AKJPbqmQY5GJuoXmYkxw5_2i7Uo=/fit-in/64x64/filters:strip_icc()/pic45233.jpg,2024-02-26
"88: A Tactical Game of Armored Combat on the North African Front, 1940-1942",1980,7.34,8567,https://cf.geekdo-images.com/fY9V-gH6-UE_YKpT8dQM1w__micro/img/pSN1RiIcxIEM7C2jagaGQUbwWIk=/fit-in/64x64/filters:strip_icc()/pic412210.jpg,2024-02-26
Chainsaw Warrior,1987,5.93,8568,https://cf.geekdo-images.com/2rYXQV43QkwYZuCTGLnsjQ__micro/img/fMapuck9kByUOMpnt-XhXZUpGWw=/fit-in/64x64/filters:strip_icc()/pic430399.jpg,2024-02-26
Anno 1701: Das Kartenspiel,2007,6.26,8569,https://cf.geekdo-images.com/PsnGScSjV0QCfleuxy4ajQ__micro/img/A520qxi0ium-RpwFjNJL0okYNT8=/fit-in/64x64/filters:strip_icc()/pic206866.jpg,2024-02-26
Atlantic Wall: D-Day to Falaise,2014,8.21,8570,https://cf.geekdo-images.com/qx_Ikwg_0GxWSUv-WG618g__micro/img/Wb5Vs7aGne6lHt8tJCnsIQJFJa4=/fit-in/64x64/filters:strip_icc()/pic2009623.jpg,2024-02-26
Hidden Games Tatort: Winterkrimi – Eiskaltes Verbrechen,2021,7.92,8571,https://cf.geekdo-images.com/Ytu11rJFDeSWFGbDqAMMCQ__micro/img/FgtltHIr2FkRMiywo3TuzO_y3Is=/fit-in/64x64/filters:strip_icc()/pic6447004.jpg,2024-02-26
War Without Mercy,1998,7.04,8572,https://cf.geekdo-images.com/7PfMZ9aYoV-ewucLaTRpLw__micro/img/MHcCi4TiaKiNjKdty7bbGCPCwTk=/fit-in/64x64/filters:strip_icc()/pic17660.jpg,2024-02-26
Infiltraitors,2023,7.57,8573,https://cf.geekdo-images.com/poTZOHBjq83dzXYqICfJkw__micro/img/d1sH0tyXcLtPtYM7cb1tAo8o6Sc=/fit-in/64x64/filters:strip_icc()/pic7558309.png,2024-02-26
Koalition,1992,6.47,8574,https://cf.geekdo-images.com/xhCaK-ENqjy4kELm3OH0bQ__micro/img/jOHZpbMMOCI7wXrOTGVxj8ZaPS8=/fit-in/64x64/filters:strip_icc()/pic60544.jpg,2024-02-26
Aetherya,2022,6.94,8575,https://cf.geekdo-images.com/H71FCOCWYFMDxEpR6BAguQ__micro/img/1CQX8Gy4kPwTCbBitQchm7dCaPA=/fit-in/64x64/filters:strip_icc()/pic6605420.jpg,2024-02-26
Die Firmenfeier: Das letzte Fest des Oliver Borgmann,2021,8.27,8576,https://cf.geekdo-images.com/Ep7GIySVPJGBOckWgQIYUQ__micro/img/1rT3nGcEa50zvfWTjfjZHB9eBY8=/fit-in/64x64/filters:strip_icc()/pic7757755.jpg,2024-02-26
King's Pouch,2014,6.66,8577,https://cf.geekdo-images.com/0cbqB36N8xq6i3y49llbFg__micro/img/BPouixq9xLlTW2pXVurKl8kNQTk=/fit-in/64x64/filters:strip_icc()/pic2209254.jpg,2024-02-26
Dutch Resistance: Orange Shall Overcome!,2023,7.97,8578,https://cf.geekdo-images.com/aM4L-_1Q7Rm733wCN18ekQ__micro/img/JJ-CBB5VfLKhCtqC-wZOGnCOK2U=/fit-in/64x64/filters:strip_icc()/pic7617054.jpg,2024-02-26
The Lord of the Rings: The Mines of Moria,2005,6.93,8579,https://cf.geekdo-images.com/XXsuzKbb8EFKSWhdyR_vpg__micro/img/Ed0agiGKJ_dUA81WS8S9UMGLn2A=/fit-in/64x64/filters:strip_icc()/pic106630.jpg,2024-02-26
Cannon,2003,6.93,8580,https://cf.geekdo-images.com/g7AEtBAEd7GZFw8CrCWu6Q__micro/img/zwrYcGTgTMyDgVY_2mhctEqhhBI=/fit-in/64x64/filters:strip_icc()/pic737400.jpg,2024-02-26
Lost Legacy: Hyakunen Senso to Ryu no Miko,2013,7.15,8581,https://cf.geekdo-images.com/8PD1j5j9FMrOfeeJg66ybw__micro/img/fV1oRqJV28fMrCbiXTAG3XUSKQs=/fit-in/64x64/filters:strip_icc()/pic2081101.jpg,2024-02-26
Campanile,1996,6.15,8582,https://cf.geekdo-images.com/uX11J2JenL9xTl4v7H0UJQ__micro/img/xM5PwTwf6wNsla2DeWZ5gJEmlqI=/fit-in/64x64/filters:strip_icc()/pic578060.jpg,2024-02-26
Vampire,2000,5.92,8583,https://cf.geekdo-images.com/ee6qVSZtICdh0BwBUm1F9g__micro/img/zkF42kDN5ea6bRChw04A2H1sB5U=/fit-in/64x64/filters:strip_icc()/pic5294222.png,2024-02-26
Let Them Eat Shrimp!,2014,6.59,8584,https://cf.geekdo-images.com/BeVF2DaghubYn0PCVBtSvQ__micro/img/L1N4mQDMM82jUyhAC_CFLHQHRuQ=/fit-in/64x64/filters:strip_icc()/pic1906526.jpg,2024-02-26
Misty,2019,6.22,8585,https://cf.geekdo-images.com/VLK1vvHsuzJ55T5WGCmYuw__micro/img/3I8MWanB8DAgMRlgY5BeNUr6lhY=/fit-in/64x64/filters:strip_icc()/pic4546844.jpg,2024-02-26
Warzone,1996,6.83,8586,https://cf.geekdo-images.com/ZhASCXB93tc_lLdXGhcLvQ__micro/img/LSfUb-_yaPbOJispuz9N4Ay2BAY=/fit-in/64x64/filters:strip_icc()/pic38874.jpg,2024-02-26
Hold the Line:  Frederick's War,2013,7.67,8587,https://cf.geekdo-images.com/RQWJRKivKuXEjP2A11Okxg__micro/img/N3YdlnJXh6zHH5HeJXvJ_xLqgf8=/fit-in/64x64/filters:strip_icc()/pic1546998.jpg,2024-02-26
Hacker: Deluxe Edition,2001,6.31,8588,https://cf.geekdo-images.com/iJKBnGJB-o0jSw4W9AVWSQ__micro/img/Xxg5HnPiEiBj0_LSQgEs_AOMib4=/fit-in/64x64/filters:strip_icc()/pic43936.jpg,2024-02-26
Saga,2004,5.78,8589,https://cf.geekdo-images.com/Oc9XYHicFceRa8Ukn7uT7g__micro/img/dU0y7kunqjGEeoWsLLueROvoOKE=/fit-in/64x64/filters:strip_icc()/pic38686.jpg,2024-02-26
Gothic Invasion,2014,7.18,8590,https://cf.geekdo-images.com/FE_mGRes5U4e-85dpSS1OA__micro/img/_RQylU3Yp1njCAaErPeWTYi-hvw=/fit-in/64x64/filters:strip_icc()/pic2049965.jpg,2024-02-26
Imperial Stars II,2014,7.2,8591,https://cf.geekdo-images.com/lmzYI3EaAE4MHpVeD7vEoA__micro/img/3iJrZO2JmZG1RwUbWKfJ2gKxk7o=/fit-in/64x64/filters:strip_icc()/pic2205631.jpg,2024-02-26
DrunkQuest,2013,6.25,8592,https://cf.geekdo-images.com/wRZZdTwN8a1EmuvIT1A44A__micro/img/X0tKW5nL5Iin5mSP4FldiqF9h9Y=/fit-in/64x64/filters:strip_icc()/pic1322331.jpg,2024-02-26
Patronize,2013,6.1,8593,https://cf.geekdo-images.com/0BsKpUvICS-LIhM2eecKiQ__micro/img/r9kYTBmJQOetUyD_IvoDDGqsGKY=/fit-in/64x64/filters:strip_icc()/pic2241923.png,2024-02-26
"Warhammer 40,000: Codex",1994,7.03,8594,https://cf.geekdo-images.com/zxVVmggfpHJpmnJY9j-k1w__micro/img/6OZE0C5RkxED46qU_A2oi1t7208=/fit-in/64x64/filters:strip_icc()/pic1657689.jpg,2024-02-26
Black Stories 3,2006,6.06,8595,https://cf.geekdo-images.com/XwJv3e0j02ELVePnG4OLwg__micro/img/hfoaqkMUZXZi6WIXrV6xA2xNBno=/fit-in/64x64/filters:strip_icc()/pic154093.jpg,2024-02-26
The Supershow,2014,8.25,8596,https://cf.geekdo-images.com/k7Le9tIb2LgaPjxufy_v0w__micro/img/2ZS7M0mZC-eC_7E4SraIWRXlYgo=/fit-in/64x64/filters:strip_icc()/pic2288210.jpg,2024-02-26
Omen: Fires in the East,2019,7.49,8597,https://cf.geekdo-images.com/QhhqhA9W5D-4BDqQGZ_cQA__micro/img/hj9Qu7df8p2Y36TOzrPdlg6WOE8=/fit-in/64x64/filters:strip_icc()/pic4931039.jpg,2024-02-26
Marvel Dice Masters: Avengers Infinity Campaign Box,2018,7.48,8598,https://cf.geekdo-images.com/LoyZ6oUGPYwW2vZL_VjJSg__micro/img/paMg3EC24gSOGbqxfvJ2d9y57Rs=/fit-in/64x64/filters:strip_icc()/pic3926122.png,2024-02-26
Nehemiah,2014,6.78,8599,https://cf.geekdo-images.com/z3HHEwBtzv-OSmJE0co_Og__micro/img/OsxLB1rKzwlblexyprvSfYkk1GE=/fit-in/64x64/filters:strip_icc()/pic1975913.jpg,2024-02-26
Armorica,2010,6.48,8600,https://cf.geekdo-images.com/peclm7iJzgN7q5viubxUhQ__micro/img/1KsBybWexkcdH7SlJm4u-KVukcU=/fit-in/64x64/filters:strip_icc()/pic2666972.jpg,2024-02-26
Wrong Party,2021,6.52,8601,https://cf.geekdo-images.com/_61XZmQmixaiDqWmgjqi1Q__micro/img/2G98FDbRobx1Ph5BqfCLfr3080U=/fit-in/64x64/filters:strip_icc()/pic6149837.jpg,2024-02-26
Munchkin Gloom,2015,6.27,8602,https://cf.geekdo-images.com/IvqweqXwcW0rZCDtAEuzuQ__micro/img/M3KkewXRCFqHGUgvjqVnzKjq9gc=/fit-in/64x64/filters:strip_icc()/pic2462190.jpg,2024-02-26
Scott Pilgrim's Precious Little Card Game,2017,6.11,8603,https://cf.geekdo-images.com/Qx_GikgYtH-TsETgUctnwg__micro/img/34glYfyrqWKcYAT1GLaoiB0ODbE=/fit-in/64x64/filters:strip_icc()/pic3578088.jpg,2024-02-26
Fantahzee: Hordes & Heroes,2016,6.23,8604,https://cf.geekdo-images.com/WGOAibTRWe2DYGie7-7yNA__micro/img/3_8IJAwIRXE7GnxY4LhrYjeSJJk=/fit-in/64x64/filters:strip_icc()/pic2958080.jpg,2024-02-26
Broadside,1962,6.16,8605,https://cf.geekdo-images.com/gUiMIOTb5zeqhYwfiZUpIw__micro/img/Ml_0nczs6zvL-Us6DJ5XPLK2dQM=/fit-in/64x64/filters:strip_icc()/pic886952.jpg,2024-02-26
Bloom,2008,6.38,8606,https://cf.geekdo-images.com/o-hyZ-LdttGRt68h1v7JJQ__micro/img/Isnt56K4dSM5XZIb2liK5RQ5Iog=/fit-in/64x64/filters:strip_icc()/pic358799.jpg,2024-02-26
Totopoly,1938,6.09,8607,https://cf.geekdo-images.com/D-T44_ZLmcuOBeYROBN92w__micro/img/7IBLCkVdxUt_gGGZRa_nuMiVdAo=/fit-in/64x64/filters:strip_icc()/pic156545.jpg,2024-02-26
"Wilson's Creek: The West's First Fight, August 10, 1861",1980,6.61,8608,https://cf.geekdo-images.com/SYBa5tRzHFCSVbc9xiphTw__micro/img/M7NfPuxOkYYdmI1_cGzkhoTJrRQ=/fit-in/64x64/filters:strip_icc()/pic395741.jpg,2024-02-26
Smart10: Harry Potter,2021,7.03,8609,https://cf.geekdo-images.com/sKmgDme-F38pzJrPgJoz0Q__micro/img/CRmKTAShCJZHUoUiAg31okGTgIg=/fit-in/64x64/filters:strip_icc()/pic7014862.jpg,2024-02-26
Gloom in Space,2017,6.74,8610,https://cf.geekdo-images.com/qE08wy3aQDso2d558xRzsA__micro/img/DZfatojyiBQAen08mQkDOt-5N0g=/fit-in/64x64/filters:strip_icc()/pic3280941.png,2024-02-26
Prospectus,2016,6.91,8611,https://cf.geekdo-images.com/9yeTQMSKcOy72JFPDdg0zA__micro/img/ho4n5gHtNexpj92eEJWFSfVH3J0=/fit-in/64x64/filters:strip_icc()/pic2684235.jpg,2024-02-26
Stratego: Star Wars,2002,6.09,8612,https://cf.geekdo-images.com/6bUpxQjZ4j_pPyMAKJPSgA__micro/img/6VEEPyIKkXXZvbRykv9kSC_DH0I=/fit-in/64x64/filters:strip_icc()/pic451415.jpg,2024-02-26
Mini WWII,2018,7.16,8613,https://cf.geekdo-images.com/sdfZ1iRqMG7Jol7gkLeoRw__micro/img/ic_gb9QzA3vYHrZfCDxTIxxhG6o=/fit-in/64x64/filters:strip_icc()/pic4291832.jpg,2024-02-26
Bar-Lev: The Yom-Kippur War of 1973,1974,7.39,8614,https://cf.geekdo-images.com/hbUSK8O-EvohB5A8nWw4VA__micro/img/PjwW4evoW5mjZkPawk1oFRbPoSQ=/fit-in/64x64/filters:strip_icc()/pic1511838.jpg,2024-02-26
Kiwi Chow Down,2023,7.69,8615,https://cf.geekdo-images.com/PCZLBMB-Un90KPFti8plDw__micro/img/JP6WT8DAtos89Ukbn48FFoY4zVk=/fit-in/64x64/filters:strip_icc()/pic6035543.png,2024-02-26
Treasure Lair,2016,6.57,8616,https://cf.geekdo-images.com/09gxU5YptdssyaKGcOfRtA__micro/img/J9FEJSP5n491dBEtvz17bonSMKw=/fit-in/64x64/filters:strip_icc()/pic3158785.jpg,2024-02-26
North American Rails,1992,6.78,8617,https://cf.geekdo-images.com/W9yREf9ul_Dc2D5Rrq7Kuw__micro/img/rNNQKt9dMriqxpCmEMJJkZMt65U=/fit-in/64x64/filters:strip_icc()/pic43929.jpg,2024-02-26
Daimyo,2005,6.41,8618,https://cf.geekdo-images.com/pIkEAYgghJEht90HCaOS9g__micro/img/wZToi-HehIIfHMFhey7pPTVjznw=/fit-in/64x64/filters:strip_icc()/pic97974.jpg,2024-02-26
Triumph & Glory: Battles of the Napoleonic Wars 1796-1809,2000,6.78,8619,https://cf.geekdo-images.com/BHHFfHXfL2knvIBp7R3TfQ__micro/img/MVYciweRNWLyGCAszsIHW9NiYbw=/fit-in/64x64/filters:strip_icc()/pic1525957.jpg,2024-02-26
Magnifico,2008,6.32,8620,https://cf.geekdo-images.com/-MKdlbmfC7YpWtdghRoM3Q__micro/img/M9jL-MB8T2qxtiFHbLhZmL_Byso=/fit-in/64x64/filters:strip_icc()/pic624644.jpg,2024-02-26
"The Battle of Wakefield: Yorkshire, England 30 December 1460",2017,7.3,8621,https://cf.geekdo-images.com/kF5QFr70lySH56S8R_GLpg__micro/img/z6Sxx-p2gmRTgFkBxg5UEciORZc=/fit-in/64x64/filters:strip_icc()/pic3807089.jpg,2024-02-26
Volltreffer,1999,6.78,8622,https://cf.geekdo-images.com/zyFhXJdJHtGAYtSOv5ZCyA__micro/img/8C3WC8tlO-ezxgi4aiKOQQ_b1gY=/fit-in/64x64/filters:strip_icc()/pic295896.jpg,2024-02-26
World War II: Pacific Theater of Operations,1991,6.89,8623,https://cf.geekdo-images.com/iNlY2HvBmd3ESqTSk6Ellg__micro/img/BKN-wRvKUHbmQOXEW7XNMRTojwg=/fit-in/64x64/filters:strip_icc()/pic255345.jpg,2024-02-26
Dadaocheng (Second Edition),2019,6.84,8624,https://cf.geekdo-images.com/cVyOcVefyNujKGIe3oeRxw__micro/img/8qmOUUxBuCwxUq0R0wBHfSq6BlE=/fit-in/64x64/filters:strip_icc()/pic4899005.jpg,2024-02-26
Sandwich,2010,6.31,8625,https://cf.geekdo-images.com/Joqj2B8SC9Yhy-1_gj9BGA__micro/img/fZpfF8uS5c52dvXHYB-vAiMCyNo=/fit-in/64x64/filters:strip_icc()/pic817323.jpg,2024-02-26
Greater East Asia Co-Prosperity Sphere: War in Asia and the Pacific,2017,7.62,8626,https://cf.geekdo-images.com/N9gNHmm1cL_uiiyhVAONjg__micro/img/v-QUVQJQasFFZhBVBVq5Ob13XIM=/fit-in/64x64/filters:strip_icc()/pic3810755.jpg,2024-02-26
Deadwood Studios USA,1999,5.89,8627,https://cf.geekdo-images.com/46lj1bmvMbAIKnDEQLZwSQ__micro/img/UccxFL1oEhG77dWi3vM5pMCQ7ro=/fit-in/64x64/filters:strip_icc()/pic1732708.jpg,2024-02-26
Hunting Party,2005,6.17,8628,https://cf.geekdo-images.com/8iJUNL2hi-EdIE7nZun7qQ__micro/img/tpmcruKJc1LMutVTxc1_1-iX4AQ=/fit-in/64x64/filters:strip_icc()/pic1223881.jpg,2024-02-26
All Manor of Evil,2019,6.57,8629,https://cf.geekdo-images.com/jb-cXrZdkcKBy0Ufr8THNg__micro/img/BtEOKEMKLmz56SiNWmLnDE18Ypw=/fit-in/64x64/filters:strip_icc()/pic4264623.jpg,2024-02-26
The Penguin Book of Card Games,1979,8.29,8630,https://cf.geekdo-images.com/-MGQSDc2lTOu4mOWB5OCdQ__micro/img/ulChtbgROo7AkA61fYTLp-jLcwM=/fit-in/64x64/filters:strip_icc()/pic644627.jpg,2024-02-26
Schweinebande,2010,6,8631,https://cf.geekdo-images.com/NPzC-QGnP9sIHHNlCW6-Eg__micro/img/Dvo8UG9uCpnl2VbNsxeTokn58u4=/fit-in/64x64/filters:strip_icc()/pic643357.jpg,2024-02-26
Blocky Mountains,2014,6.95,8632,https://cf.geekdo-images.com/j1LnShMXfJJ4EwCdL49i-Q__micro/img/syLprXjNJ_SZJsYGZsGAdaUejhY=/fit-in/64x64/filters:strip_icc()/pic1967839.jpg,2024-02-26
Fantasy Fluxx,2021,7.04,8633,https://cf.geekdo-images.com/s2uIRb5xOjUg-m4Dpt2PlA__micro/img/xTtSXUkrOQ4YDsialGNLYD1GacA=/fit-in/64x64/filters:strip_icc()/pic5813699.jpg,2024-02-26
新幕 桜降る代に決闘を 基本セット (A Duel for Falling Cherry Blossoms: New Act – Basic Set),2018,8.28,8634,https://cf.geekdo-images.com/tYtdWYChJUVBpMkKeUVitQ__micro/img/Ytdecl1uqsXTYSKlkF0RNsSPh00=/fit-in/64x64/filters:strip_icc()/pic5335557.png,2024-02-26
Kingdom Rush: Elemental Uprising,2023,8.39,8635,https://cf.geekdo-images.com/8Tai7htF5JKKs-mC5zuD3w__micro/img/rvUOCcbGCbUp2lB1pKTpn-y-gKA=/fit-in/64x64/filters:strip_icc()/pic5907820.png,2024-02-26
Hornet Leader II,2005,7.33,8636,https://cf.geekdo-images.com/SrL29N_d6KJh0Fw9Wpl8Mg__micro/img/xucr1BmW1VcblHXn3_RUOrBe3N0=/fit-in/64x64/filters:strip_icc()/pic374710.jpg,2024-02-26
Grind House,2020,6.7,8637,https://cf.geekdo-images.com/vAkfMGXl5TvN_0zpRv7FjA__micro/img/50_T_itS5UReVYvXqUr5Zu6vd9I=/fit-in/64x64/filters:strip_icc()/pic4839345.png,2024-02-26
TOKYO SIDEKICK,2018,7.43,8638,https://cf.geekdo-images.com/A6xh2gM58p9_2y837ivxHQ__micro/img/WaDNwhuN4xFAhAgvw2UDe6YhMD4=/fit-in/64x64/filters:strip_icc()/pic4162994.jpg,2024-02-26
Selfish: Space Edition,2018,6.4,8639,https://cf.geekdo-images.com/-lLL242nGDFyBCo4HTpofg__micro/img/pUuJqC4MgRjGN2s99y45JjFlnnk=/fit-in/64x64/filters:strip_icc()/pic7911724.jpg,2024-02-26
Gunrunners,2013,6.4,8640,https://cf.geekdo-images.com/Znxfby0uJmxCvgxN3BwYow__micro/img/vjUfk6cf2mq0rLASFRONs3FPXgQ=/fit-in/64x64/filters:strip_icc()/pic1512797.jpg,2024-02-26
In the Palm of Your Hand,2020,6.8,8641,https://cf.geekdo-images.com/VTNDsjI9zcKhqWYeMhAPYQ__micro/img/ml71Yhdh8zA5051u1ZNkUjhrmHQ=/fit-in/64x64/filters:strip_icc()/pic5535689.jpg,2024-02-26
18GL,2005,7.27,8642,https://cf.geekdo-images.com/miTRN4OHE1YaqZRFDssk5Q__micro/img/_zcIOXd6Hi_WTsK6hL2_2Bug2zY=/fit-in/64x64/filters:strip_icc()/pic784617.jpg,2024-02-26
Barcelona: The Rose of Fire,2016,6.38,8643,https://cf.geekdo-images.com/ERxFy63c7lYYmkYSgF__Kg__micro/img/0psaxAbHkvSvr-63jXZdPYdgQr8=/fit-in/64x64/filters:strip_icc()/pic3114486.jpg,2024-02-26
2GM Pacific,2020,8.16,8644,https://cf.geekdo-images.com/_koMOIp_ijlfb01lJxWelw__micro/img/P1T6v7P3DM621hVIMNnDMH-StrU=/fit-in/64x64/filters:strip_icc()/pic5047526.jpg,2024-02-26
Panic Island!,2017,6.41,8645,https://cf.geekdo-images.com/nG2xHk08f_7XzCqibk0uSw__micro/img/PSqoOWPdDtgb8bRdEV_qw915d90=/fit-in/64x64/filters:strip_icc()/pic3653316.jpg,2024-02-26
